Adresse,Nombre de pièces,Époque de construction,Type de location,Loyer minimum (€/m²),Loyer médian (€/m²),Loyer maximum (€/m²)
"Rue des Longues Raies, 75113 Paris",2 pièces,après 1990,meublée,17.4,24.8,29.8
"Rue des Longues Raies, 75113 Paris",2 pièces,après 1990,non meublée,17.4,24.8,29.8
"Rue des Longues Raies, 75113 Paris",3 pièces,avant 1946,meublée,17.4,24.8,29.8
"Rue des Longues Raies, 75113 Paris",3 pièces,avant 1946,non meublée,17.4,24.8,29.8
"Rue des Longues Raies, 75113 Paris",3 pièces,1946-1970,meublée,17.4,24.8,29.8
"Rue des Longues Raies, 75113 Paris",3 pièces,1946-1970,non meublée,17.4,24.8,29.8
"Rue des Longues Raies, 75113 Paris",3 pièces,1971-1990,meublée,17.4,24.8,29.8
"Rue des Longues Raies, 75113 Paris",3 pièces,1971-1990,non meublée,17.4,24.8,29.8
"Rue des Longues Raies, 75113 Paris",3 pièces,après 1990,meublée,17.4,24.8,29.8
"Rue des Longues Raies, 75113 Paris",3 pièces,après 1990,non meublée,17.4,24.8,29.8
"Rue des Longues Raies, 75113 Paris",4 pièces et plus,avant 1946,meublée,17.4,24.8,29.8
"Rue des Longues Raies, 75113 Paris",4 pièces et plus,avant 1946,non meublée,17.4,24.8,29.8
"Rue des Longues Raies, 75113 Paris",4 pièces et plus,1946-1970,meublée,17.4,24.8,29.8
"Rue des Longues Raies, 75113 Paris",4 pièces et plus,1946-1970,non meublée,17.4,24.8,29.8
"Rue des Longues Raies, 75113 Paris",4 pièces et plus,1971-1990,meublée,17.4,24.8,29.8
"Rue des Longues Raies, 75113 Paris",4 pièces et plus,1971-1990,non meublée,17.4,24.8,29.8
"Rue des Longues Raies, 75113 Paris",4 pièces et plus,après 1990,meublée,17.4,24.8,29.8
"Rue des Longues Raies, 75113 Paris",4 pièces et plus,après 1990,non meublée,17.4,24.8,29.8
"Rue Camille Blaisot, 75117 Paris",1 pièce,avant 1946,meublée,23.6,33.7,40.4
"Rue Camille Blaisot, 75117 Paris",1 pièce,avant 1946,non meublée,20.7,29.6,35.5
"Rue Camille Blaisot, 75117 Paris",1 pièce,1946-1970,meublée,18.6,26.6,31.9
"Rue Camille Blaisot, 75117 Paris",1 pièce,1946-1970,non meublée,18.6,26.6,31.9
"Rue Camille Blaisot, 75117 Paris",1 pièce,1971-1990,meublée,17.4,24.9,29.9
"Rue Camille Blaisot, 75117 Paris",1 pièce,1971-1990,non meublée,17.4,24.9,29.9
"Rue Camille Blaisot, 75117 Paris",1 pièce,après 1990,meublée,20.2,28.8,34.6
"Rue Camille Blaisot, 75117 Paris",1 pièce,après 1990,non meublée,20.2,28.8,34.6
"Rue Camille Blaisot, 75117 Paris",2 pièces,avant 1946,meublée,23.7,33.9,40.7
"Rue Camille Blaisot, 75117 Paris",2 pièces,avant 1946,non meublée,20.8,29.7,35.6
"Rue Camille Blaisot, 75117 Paris",2 pièces,1946-1970,meublée,19.3,27.6,33.1
"Rue Camille Blaisot, 75117 Paris",2 pièces,1946-1970,non meublée,20.9,29.8,35.8
"Rue Camille Blaisot, 75117 Paris",2 pièces,1971-1990,meublée,19.9,28.4,34.1
"Rue Camille Blaisot, 75117 Paris",2 pièces,1971-1990,non meublée,19.9,28.4,34.1
"Rue Camille Blaisot, 75117 Paris",2 pièces,après 1990,meublée,21.6,30.8,37.0
"Rue Camille Blaisot, 75117 Paris",2 pièces,après 1990,non meublée,21.6,30.8,37.0
"Rue Camille Blaisot, 75117 Paris",3 pièces,avant 1946,meublée,18.9,27.0,32.4
"Rue Camille Blaisot, 75117 Paris",3 pièces,avant 1946,non meublée,17.5,25,30.0
"Rue Camille Blaisot, 75117 Paris",3 pièces,1946-1970,meublée,15.1,21.6,25.9
"Rue Camille Blaisot, 75117 Paris",3 pièces,1946-1970,non meublée,15.1,21.6,25.9
"Rue Camille Blaisot, 75117 Paris",3 pièces,1971-1990,meublée,16.1,23,27.6
"Rue Camille Blaisot, 75117 Paris",3 pièces,1971-1990,non meublée,16.1,23,27.6
"Rue Camille Blaisot, 75117 Paris",3 pièces,après 1990,meublée,16.1,23,27.6
"Rue Camille Blaisot, 75117 Paris",3 pièces,après 1990,non meublée,16.1,23,27.6
"Rue Camille Blaisot, 75117 Paris",4 pièces et plus,avant 1946,meublée,16.1,23,27.6
"Rue Camille Blaisot, 75117 Paris",4 pièces et plus,avant 1946,non meublée,16.1,23,27.6
"Rue Camille Blaisot, 75117 Paris",4 pièces et plus,1946-1970,meublée,16.1,23,27.6
"Rue Camille Blaisot, 75117 Paris",4 pièces et plus,1946-1970,non meublée,16.1,23,27.6
"Rue Camille Blaisot, 75117 Paris",4 pièces et plus,1971-1990,meublée,16.1,23,27.6
"Rue Camille Blaisot, 75117 Paris",4 pièces et plus,1971-1990,non meublée,16.1,23,27.6
"Rue Camille Blaisot, 75117 Paris",4 pièces et plus,après 1990,meublée,16.1,23,27.6
"Rue Camille Blaisot, 75117 Paris",4 pièces et plus,après 1990,non meublée,16.1,23,27.6
"Rue Tchaïkovski, 75118 Paris",1 pièce,avant 1946,meublée,21.8,31.1,37.3
"Rue Tchaïkovski, 75118 Paris",1 pièce,avant 1946,non meublée,19.1,27.3,32.8
"Rue Tchaïkovski, 75118 Paris",1 pièce,1946-1970,meublée,17.9,25.5,30.6
"Rue Tchaïkovski, 75118 Paris",1 pièce,1946-1970,non meublée,17.9,25.5,30.6
"Rue Tchaïkovski, 75118 Paris",1 pièce,1971-1990,meublée,19.6,28,33.6
"Rue Tchaïkovski, 75118 Paris",1 pièce,1971-1990,non meublée,18.9,27,32.4
"Rue Tchaïkovski, 75118 Paris",1 pièce,après 1990,meublée,17.4,24.9,29.9
"Rue Tchaïkovski, 75118 Paris",1 pièce,après 1990,non meublée,17.4,24.9,29.9
"Rue Tchaïkovski, 75118 Paris",2 pièces,avant 1946,meublée,23.3,33.3,40.0
"Rue Tchaïkovski, 75118 Paris",2 pièces,avant 1946,non meublée,20.4,29.2,35.0
"Rue Tchaïkovski, 75118 Paris",2 pièces,1946-1970,meublée,16.7,23.9,28.7
"Rue Tchaïkovski, 75118 Paris",2 pièces,1946-1970,non meublée,19.3,27.6,33.1
"Rue Tchaïkovski, 75118 Paris",2 pièces,1971-1990,meublée,20.0,28.5,34.2
"Rue Tchaïkovski, 75118 Paris",2 pièces,1971-1990,non meublée,17.1,24.4,29.3
"Rue Tchaïkovski, 75118 Paris",2 pièces,après 1990,meublée,16.7,23.9,28.7
"Rue Tchaïkovski, 75118 Paris",2 pièces,après 1990,non meublée,16.7,23.9,28.7
"Rue Tchaïkovski, 75118 Paris",3 pièces,avant 1946,meublée,16.9,24.1,28.9
"Rue Tchaïkovski, 75118 Paris",3 pièces,avant 1946,non meublée,14.8,21.1,25.3
"Rue Tchaïkovski, 75118 Paris",3 pièces,1946-1970,meublée,12.3,17.6,21.1
"Rue Tchaïkovski, 75118 Paris",3 pièces,1946-1970,non meublée,12.3,17.6,21.1
"Rue Tchaïkovski, 75118 Paris",3 pièces,1971-1990,meublée,15.0,21.4,25.7
"Rue Tchaïkovski, 75118 Paris",3 pièces,1971-1990,non meublée,15.0,21.4,25.7
"Rue Tchaïkovski, 75118 Paris",3 pièces,après 1990,meublée,15.0,21.4,25.7
"Rue Tchaïkovski, 75118 Paris",3 pièces,après 1990,non meublée,15.0,21.4,25.7
"Rue Tchaïkovski, 75118 Paris",4 pièces et plus,avant 1946,meublée,15.0,21.4,25.7
"Rue Tchaïkovski, 75118 Paris",4 pièces et plus,avant 1946,non meublée,15.0,21.4,25.7
"Rue Tchaïkovski, 75118 Paris",4 pièces et plus,1946-1970,meublée,15.0,21.4,25.7
"Rue Tchaïkovski, 75118 Paris",4 pièces et plus,1946-1970,non meublée,15.0,21.4,25.7
"Rue Tchaïkovski, 75118 Paris",4 pièces et plus,1971-1990,meublée,15.0,21.4,25.7
"Rue Tchaïkovski, 75118 Paris",4 pièces et plus,1971-1990,non meublée,15.0,21.4,25.7
"Rue Tchaïkovski, 75118 Paris",4 pièces et plus,après 1990,meublée,15.0,21.4,25.7
"Rue Tchaïkovski, 75118 Paris",4 pièces et plus,après 1990,non meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",1 pièce,avant 1946,meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",1 pièce,avant 1946,non meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",1 pièce,1946-1970,meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",1 pièce,1946-1970,non meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",1 pièce,1971-1990,meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",1 pièce,1971-1990,non meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",1 pièce,après 1990,meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",1 pièce,après 1990,non meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",2 pièces,avant 1946,meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",2 pièces,avant 1946,non meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",2 pièces,1946-1970,meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",2 pièces,1946-1970,non meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",2 pièces,1971-1990,meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",2 pièces,1971-1990,non meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",2 pièces,après 1990,meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",2 pièces,après 1990,non meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",3 pièces,avant 1946,meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",3 pièces,avant 1946,non meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",3 pièces,1946-1970,meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",3 pièces,1946-1970,non meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",3 pièces,1971-1990,meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",3 pièces,1971-1990,non meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",3 pièces,après 1990,meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",3 pièces,après 1990,non meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",4 pièces et plus,avant 1946,meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",4 pièces et plus,avant 1946,non meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",4 pièces et plus,1946-1970,meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",4 pièces et plus,1946-1970,non meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",4 pièces et plus,1971-1990,meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",4 pièces et plus,1971-1990,non meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",4 pièces et plus,après 1990,meublée,15.0,21.4,25.7
"Rue d'Artois, 75108 Paris",4 pièces et plus,après 1990,non meublée,15.0,21.4,25.7
"Avenue Foch, 75116 Paris",1 pièce,avant 1946,meublée,23.5,33.6,40.3
"Avenue Foch, 75116 Paris",1 pièce,avant 1946,non meublée,20.7,29.5,35.4
"Avenue Foch, 75116 Paris",1 pièce,1946-1970,meublée,20.8,29.7,35.6
"Avenue Foch, 75116 Paris",1 pièce,1946-1970,non meublée,20.8,29.7,35.6
"Avenue Foch, 75116 Paris",1 pièce,1971-1990,meublée,21.2,30.3,36.4
"Avenue Foch, 75116 Paris",1 pièce,1971-1990,non meublée,21.2,30.3,36.4
"Avenue Foch, 75116 Paris",1 pièce,après 1990,meublée,18.7,26.7,32.0
"Avenue Foch, 75116 Paris",1 pièce,après 1990,non meublée,18.7,26.7,32.0
"Avenue Foch, 75116 Paris",2 pièces,avant 1946,meublée,20.3,29.0,34.8
"Avenue Foch, 75116 Paris",2 pièces,avant 1946,non meublée,17.8,25.4,30.5
"Avenue Foch, 75116 Paris",2 pièces,1946-1970,meublée,16.3,23.3,28.0
"Avenue Foch, 75116 Paris",2 pièces,1946-1970,non meublée,16.3,23.3,28.0
"Avenue Foch, 75116 Paris",2 pièces,1971-1990,meublée,16.3,23.3,28.0
"Avenue Foch, 75116 Paris",2 pièces,1971-1990,non meublée,16.3,23.3,28.0
"Avenue Foch, 75116 Paris",2 pièces,après 1990,meublée,16.3,23.3,28.0
"Avenue Foch, 75116 Paris",2 pièces,après 1990,non meublée,16.3,23.3,28.0
"Avenue Foch, 75116 Paris",3 pièces,avant 1946,meublée,16.3,23.3,28.0
"Avenue Foch, 75116 Paris",3 pièces,avant 1946,non meublée,16.3,23.3,28.0
"Avenue Foch, 75116 Paris",3 pièces,1946-1970,meublée,16.3,23.3,28.0
"Avenue Foch, 75116 Paris",3 pièces,1946-1970,non meublée,16.3,23.3,28.0
"Avenue Foch, 75116 Paris",3 pièces,1971-1990,meublée,16.3,23.3,28.0
"Avenue Foch, 75116 Paris",3 pièces,1971-1990,non meublée,16.3,23.3,28.0
"Avenue Foch, 75116 Paris",3 pièces,après 1990,meublée,16.3,23.3,28.0
"Avenue Foch, 75116 Paris",3 pièces,après 1990,non meublée,16.3,23.3,28.0
"Avenue Foch, 75116 Paris",4 pièces et plus,avant 1946,meublée,16.3,23.3,28.0
"Avenue Foch, 75116 Paris",4 pièces et plus,avant 1946,non meublée,16.3,23.3,28.0
"Avenue Foch, 75116 Paris",4 pièces et plus,1946-1970,meublée,16.3,23.3,28.0
"Avenue Foch, 75116 Paris",4 pièces et plus,1946-1970,non meublée,16.3,23.3,28.0
"Avenue Foch, 75116 Paris",4 pièces et plus,1971-1990,meublée,16.3,23.3,28.0
"Avenue Foch, 75116 Paris",4 pièces et plus,1971-1990,non meublée,16.3,23.3,28.0
"Avenue Foch, 75116 Paris",4 pièces et plus,après 1990,meublée,16.3,23.3,28.0
"Avenue Foch, 75116 Paris",4 pièces et plus,après 1990,non meublée,16.3,23.3,28.0
"Rue du Marché des Blancs Manteaux, 75104 Paris",1 pièce,avant 1946,meublée,26.3,37.5,45.0
"Rue du Marché des Blancs Manteaux, 75104 Paris",1 pièce,avant 1946,non meublée,23.0,32.9,39.5
"Rue du Marché des Blancs Manteaux, 75104 Paris",1 pièce,1946-1970,meublée,22.6,32.3,38.8
"Rue du Marché des Blancs Manteaux, 75104 Paris",1 pièce,1946-1970,non meublée,22.6,32.3,38.8
"Rue du Marché des Blancs Manteaux, 75104 Paris",1 pièce,1971-1990,meublée,21.8,31.2,37.4
"Rue du Marché des Blancs Manteaux, 75104 Paris",1 pièce,1971-1990,non meublée,19.4,27.7,33.2
"Rue du Marché des Blancs Manteaux, 75104 Paris",1 pièce,après 1990,meublée,20.4,29.2,35.0
"Rue du Marché des Blancs Manteaux, 75104 Paris",1 pièce,après 1990,non meublée,20.4,29.2,35.0
"Rue du Marché des Blancs Manteaux, 75104 Paris",2 pièces,avant 1946,meublée,20.9,29.9,35.9
"Rue du Marché des Blancs Manteaux, 75104 Paris",2 pièces,avant 1946,non meublée,18.3,26.2,31.4
"Rue du Marché des Blancs Manteaux, 75104 Paris",2 pièces,1946-1970,meublée,16.5,23.5,28.2
"Rue du Marché des Blancs Manteaux, 75104 Paris",2 pièces,1946-1970,non meublée,16.5,23.5,28.2
"Rue du Marché des Blancs Manteaux, 75104 Paris",2 pièces,1971-1990,meublée,16.5,23.5,28.2
"Rue du Marché des Blancs Manteaux, 75104 Paris",2 pièces,1971-1990,non meublée,16.5,23.5,28.2
"Rue du Marché des Blancs Manteaux, 75104 Paris",2 pièces,après 1990,meublée,16.5,23.5,28.2
"Rue du Marché des Blancs Manteaux, 75104 Paris",2 pièces,après 1990,non meublée,16.5,23.5,28.2
"Rue du Marché des Blancs Manteaux, 75104 Paris",3 pièces,avant 1946,meublée,16.5,23.5,28.2
"Rue du Marché des Blancs Manteaux, 75104 Paris",3 pièces,avant 1946,non meublée,16.5,23.5,28.2
"Rue du Marché des Blancs Manteaux, 75104 Paris",3 pièces,1946-1970,meublée,16.5,23.5,28.2
"Rue du Marché des Blancs Manteaux, 75104 Paris",3 pièces,1946-1970,non meublée,16.5,23.5,28.2
"Rue du Marché des Blancs Manteaux, 75104 Paris",3 pièces,1971-1990,meublée,16.5,23.5,28.2
"Rue du Marché des Blancs Manteaux, 75104 Paris",3 pièces,1971-1990,non meublée,16.5,23.5,28.2
"Rue du Marché des Blancs Manteaux, 75104 Paris",3 pièces,après 1990,meublée,16.5,23.5,28.2
"Rue du Marché des Blancs Manteaux, 75104 Paris",3 pièces,après 1990,non meublée,16.5,23.5,28.2
"Rue du Marché des Blancs Manteaux, 75104 Paris",4 pièces et plus,avant 1946,meublée,16.5,23.5,28.2
"Rue du Marché des Blancs Manteaux, 75104 Paris",4 pièces et plus,avant 1946,non meublée,16.5,23.5,28.2
"Rue du Marché des Blancs Manteaux, 75104 Paris",4 pièces et plus,1946-1970,meublée,16.5,23.5,28.2
"Rue du Marché des Blancs Manteaux, 75104 Paris",4 pièces et plus,1946-1970,non meublée,16.5,23.5,28.2
"Rue du Marché des Blancs Manteaux, 75104 Paris",4 pièces et plus,1971-1990,meublée,16.5,23.5,28.2
"Rue du Marché des Blancs Manteaux, 75104 Paris",4 pièces et plus,1971-1990,non meublée,16.5,23.5,28.2
"Rue du Marché des Blancs Manteaux, 75104 Paris",4 pièces et plus,après 1990,meublée,16.5,23.5,28.2
"Rue du Marché des Blancs Manteaux, 75104 Paris",4 pièces et plus,après 1990,non meublée,16.5,23.5,28.2
"Rue de Varenne, 75107 Paris",1 pièce,avant 1946,meublée,26.7,38.1,45.7
"Rue de Varenne, 75107 Paris",1 pièce,avant 1946,non meublée,23.4,33.4,40.1
"Rue de Varenne, 75107 Paris",1 pièce,1946-1970,meublée,24.2,34.6,41.5
"Rue de Varenne, 75107 Paris",1 pièce,1946-1970,non meublée,24.2,34.6,41.5
"Rue de Varenne, 75107 Paris",1 pièce,1971-1990,meublée,21.6,30.8,37.0
"Rue de Varenne, 75107 Paris",1 pièce,1971-1990,non meublée,19.6,28,33.6
"Rue de Varenne, 75107 Paris",1 pièce,après 1990,meublée,20.1,28.7,34.4
"Rue de Varenne, 75107 Paris",1 pièce,après 1990,non meublée,20.1,28.7,34.4
"Rue de Varenne, 75107 Paris",2 pièces,avant 1946,meublée,21.0,30.0,36.0
"Rue de Varenne, 75107 Paris",2 pièces,avant 1946,non meublée,21.0,30.0,36.0
"Rue de Varenne, 75107 Paris",2 pièces,1946-1970,meublée,21.0,30.0,36.0
"Rue de Varenne, 75107 Paris",2 pièces,1946-1970,non meublée,21.0,30.0,36.0
"Rue de Varenne, 75107 Paris",2 pièces,1971-1990,meublée,21.0,30.0,36.0
"Rue de Varenne, 75107 Paris",2 pièces,1971-1990,non meublée,21.0,30.0,36.0
"Rue de Varenne, 75107 Paris",2 pièces,après 1990,meublée,21.0,30.0,36.0
"Rue de Varenne, 75107 Paris",2 pièces,après 1990,non meublée,21.0,30.0,36.0
"Rue de Varenne, 75107 Paris",3 pièces,avant 1946,meublée,21.0,30.0,36.0
"Rue de Varenne, 75107 Paris",3 pièces,avant 1946,non meublée,21.0,30.0,36.0
"Rue de Varenne, 75107 Paris",3 pièces,1946-1970,meublée,21.0,30.0,36.0
"Rue de Varenne, 75107 Paris",3 pièces,1946-1970,non meublée,21.0,30.0,36.0
"Rue de Varenne, 75107 Paris",3 pièces,1971-1990,meublée,21.0,30.0,36.0
"Rue de Varenne, 75107 Paris",3 pièces,1971-1990,non meublée,21.0,30.0,36.0
"Rue de Varenne, 75107 Paris",3 pièces,après 1990,meublée,21.0,30.0,36.0
"Rue de Varenne, 75107 Paris",3 pièces,après 1990,non meublée,21.0,30.0,36.0
"Rue de Varenne, 75107 Paris",4 pièces et plus,avant 1946,meublée,21.0,30.0,36.0
"Rue de Varenne, 75107 Paris",4 pièces et plus,avant 1946,non meublée,21.0,30.0,36.0
"Rue de Varenne, 75107 Paris",4 pièces et plus,1946-1970,meublée,21.0,30.0,36.0
"Rue de Varenne, 75107 Paris",4 pièces et plus,1946-1970,non meublée,21.0,30.0,36.0
"Rue de Varenne, 75107 Paris",4 pièces et plus,1971-1990,meublée,21.0,30.0,36.0
"Rue de Varenne, 75107 Paris",4 pièces et plus,1971-1990,non meublée,21.0,30.0,36.0
"Rue de Varenne, 75107 Paris",4 pièces et plus,après 1990,meublée,21.0,30.0,36.0
"Rue de Varenne, 75107 Paris",4 pièces et plus,après 1990,non meublée,21.0,30.0,36.0
"Rue Richomme, 75118 Paris",1 pièce,avant 1946,meublée,23.6,33.7,40.4
"Rue Richomme, 75118 Paris",1 pièce,avant 1946,non meublée,20.7,29.6,35.5
"Rue Richomme, 75118 Paris",1 pièce,1946-1970,meublée,20.4,29.1,34.9
"Rue Richomme, 75118 Paris",1 pièce,1946-1970,non meublée,20.4,29.1,34.9
"Rue Richomme, 75118 Paris",1 pièce,1971-1990,meublée,19.6,28,33.6
"Rue Richomme, 75118 Paris",1 pièce,1971-1990,non meublée,19.6,28,33.6
"Rue Richomme, 75118 Paris",1 pièce,après 1990,meublée,20.7,29.6,35.5
"Rue Richomme, 75118 Paris",1 pièce,après 1990,non meublée,20.7,29.6,35.5
"Rue Richomme, 75118 Paris",2 pièces,avant 1946,meublée,23.7,33.9,40.7
"Rue Richomme, 75118 Paris",2 pièces,avant 1946,non meublée,20.8,29.7,35.6
"Rue Richomme, 75118 Paris",2 pièces,1946-1970,meublée,16.7,23.9,28.7
"Rue Richomme, 75118 Paris",2 pièces,1946-1970,non meublée,16.7,23.9,28.7
"Rue Richomme, 75118 Paris",2 pièces,1971-1990,meublée,16.8,24,28.8
"Rue Richomme, 75118 Paris",2 pièces,1971-1990,non meublée,16.8,24,28.8
"Rue Richomme, 75118 Paris",2 pièces,après 1990,meublée,18.8,26.8,32.2
"Rue Richomme, 75118 Paris",2 pièces,après 1990,non meublée,18.8,26.8,32.2
"Rue Richomme, 75118 Paris",3 pièces,avant 1946,meublée,19.0,27.2,32.6
"Rue Richomme, 75118 Paris",3 pièces,avant 1946,non meublée,16.7,23.9,28.7
"Rue Richomme, 75118 Paris",3 pièces,1946-1970,meublée,16.7,23.9,28.7
"Rue Richomme, 75118 Paris",3 pièces,1946-1970,non meublée,16.7,23.9,28.7
"Rue Richomme, 75118 Paris",3 pièces,1971-1990,meublée,16.7,23.9,28.7
"Rue Richomme, 75118 Paris",3 pièces,1971-1990,non meublée,16.7,23.9,28.7
"Rue Richomme, 75118 Paris",3 pièces,après 1990,meublée,16.7,23.9,28.7
"Rue Richomme, 75118 Paris",3 pièces,après 1990,non meublée,16.7,23.9,28.7
"Rue Richomme, 75118 Paris",4 pièces et plus,avant 1946,meublée,16.7,23.9,28.7
"Rue Richomme, 75118 Paris",4 pièces et plus,avant 1946,non meublée,16.7,23.9,28.7
"Rue Richomme, 75118 Paris",4 pièces et plus,1946-1970,meublée,16.7,23.9,28.7
"Rue Richomme, 75118 Paris",4 pièces et plus,1946-1970,non meublée,16.7,23.9,28.7
"Rue Richomme, 75118 Paris",4 pièces et plus,1971-1990,meublée,16.7,23.9,28.7
"Rue Richomme, 75118 Paris",4 pièces et plus,1971-1990,non meublée,16.7,23.9,28.7
"Rue Richomme, 75118 Paris",4 pièces et plus,après 1990,meublée,16.7,23.9,28.7
"Rue Richomme, 75118 Paris",4 pièces et plus,après 1990,non meublée,16.7,23.9,28.7
"77P4 Rue des Dames, 75117 Paris",1 pièce,avant 1946,meublée,24.1,34.4,41.3
"77P4 Rue des Dames, 75117 Paris",1 pièce,avant 1946,non meublée,21.1,30.2,36.2
"77P4 Rue des Dames, 75117 Paris",1 pièce,1946-1970,meublée,20.8,29.7,35.6
"77P4 Rue des Dames, 75117 Paris",1 pièce,1946-1970,non meublée,22.7,32.4,38.9
"77P4 Rue des Dames, 75117 Paris",1 pièce,1971-1990,meublée,21.3,30.4,36.5
"77P4 Rue des Dames, 75117 Paris",1 pièce,1971-1990,non meublée,21.3,30.4,36.5
"77P4 Rue des Dames, 75117 Paris",1 pièce,après 1990,meublée,21.5,30.7,36.8
"77P4 Rue des Dames, 75117 Paris",1 pièce,après 1990,non meublée,25.0,35.7,42.8
"77P4 Rue des Dames, 75117 Paris",2 pièces,avant 1946,meublée,23.6,33.7,40.4
"77P4 Rue des Dames, 75117 Paris",2 pièces,avant 1946,non meublée,20.7,29.6,35.5
"77P4 Rue des Dames, 75117 Paris",2 pièces,1946-1970,meublée,20.9,29.8,35.8
"77P4 Rue des Dames, 75117 Paris",2 pièces,1946-1970,non meublée,18.3,26.2,31.4
"77P4 Rue des Dames, 75117 Paris",2 pièces,1971-1990,meublée,15.9,22.7,27.2
"77P4 Rue des Dames, 75117 Paris",2 pièces,1971-1990,non meublée,15.9,22.7,27.2
"77P4 Rue des Dames, 75117 Paris",2 pièces,après 1990,meublée,18.5,26.4,31.7
"77P4 Rue des Dames, 75117 Paris",2 pièces,après 1990,non meublée,18.5,26.4,31.7
"77P4 Rue des Dames, 75117 Paris",3 pièces,avant 1946,meublée,15.3,21.8,26.2
"77P4 Rue des Dames, 75117 Paris",3 pièces,avant 1946,non meublée,15.3,21.8,26.2
"77P4 Rue des Dames, 75117 Paris",3 pièces,1946-1970,meublée,15.3,21.8,26.2
"77P4 Rue des Dames, 75117 Paris",3 pièces,1946-1970,non meublée,15.3,21.8,26.2
"77P4 Rue des Dames, 75117 Paris",3 pièces,1971-1990,meublée,15.3,21.8,26.2
"77P4 Rue des Dames, 75117 Paris",3 pièces,1971-1990,non meublée,15.3,21.8,26.2
"77P4 Rue des Dames, 75117 Paris",3 pièces,après 1990,meublée,15.3,21.8,26.2
"77P4 Rue des Dames, 75117 Paris",3 pièces,après 1990,non meublée,15.3,21.8,26.2
"77P4 Rue des Dames, 75117 Paris",4 pièces et plus,avant 1946,meublée,15.3,21.8,26.2
"77P4 Rue des Dames, 75117 Paris",4 pièces et plus,avant 1946,non meublée,15.3,21.8,26.2
"77P4 Rue des Dames, 75117 Paris",4 pièces et plus,1946-1970,meublée,15.3,21.8,26.2
"77P4 Rue des Dames, 75117 Paris",4 pièces et plus,1946-1970,non meublée,15.3,21.8,26.2
"77P4 Rue des Dames, 75117 Paris",4 pièces et plus,1971-1990,meublée,15.3,21.8,26.2
"77P4 Rue des Dames, 75117 Paris",4 pièces et plus,1971-1990,non meublée,15.3,21.8,26.2
"77P4 Rue des Dames, 75117 Paris",4 pièces et plus,après 1990,meublée,15.3,21.8,26.2
"77P4 Rue des Dames, 75117 Paris",4 pièces et plus,après 1990,non meublée,15.3,21.8,26.2
"Rue Louis Blanc, 75110 Paris",1 pièce,avant 1946,meublée,24.9,35.5,42.6
"Rue Louis Blanc, 75110 Paris",1 pièce,avant 1946,non meublée,20.7,29.6,35.5
"Rue Louis Blanc, 75110 Paris",1 pièce,1946-1970,meublée,17.9,25.6,30.7
"Rue Louis Blanc, 75110 Paris",1 pièce,1946-1970,non meublée,17.9,25.6,30.7
"Rue Louis Blanc, 75110 Paris",1 pièce,1971-1990,meublée,18.9,27,32.4
"Rue Louis Blanc, 75110 Paris",1 pièce,1971-1990,non meublée,21.8,31.2,37.4
"Rue Louis Blanc, 75110 Paris",1 pièce,après 1990,meublée,20.7,29.6,35.5
"Rue Louis Blanc, 75110 Paris",1 pièce,après 1990,non meublée,20.7,29.6,35.5
"Rue Louis Blanc, 75110 Paris",2 pièces,avant 1946,meublée,23.7,33.9,40.7
"Rue Louis Blanc, 75110 Paris",2 pièces,avant 1946,non meublée,20.8,29.7,35.6
"Rue Louis Blanc, 75110 Paris",2 pièces,1946-1970,meublée,16.3,23.3,28.0
