name,latitude,longitude,type
New Delices,48.8673937,2.2813782,fast_food
Unknown,48.8363864,2.3071483,waste_basket
Unknown,48.8377527,2.3058052,bench
Unknown,48.837941,2.3054861,dark_kitchen
Unknown,48.8387321,2.305093,vending_machine
Unknown,48.8390051,2.3049226,waste_basket
BCP,48.8394338,2.3050293,bank
Unknown,48.839682,2.3045909,vending_machine
Les Favoris,48.8362943,2.3069351,restaurant
Unknown,48.8371662,2.3060295,bench
Unknown,48.8375032,2.3059737,waste_basket
Delissimo,48.8380086,2.3054394,fast_food
Unknown,48.8384331,2.3054623,bench
Unknown,48.8389804,2.3050076,bench
L'Artiste,48.8392579,2.304722,bar
Unknown,48.8363949,2.3072011,bench
Unknown,48.8370752,2.3060749,waste_basket
Hana,48.8413913,2.3033973,cafe
Bardakis,48.8524069,2.344991,bar
Cantina di Luca,48.8659666,2.3016928,restaurant
Thai Kamkoun,48.8687225,2.3533598,restaurant
VBB House,48.8688094,2.3517416,fast_food
An Com,48.8687933,2.3535243,restaurant
Les BerthoM,48.8645737,2.3691791,bar
Au Soleil d'Austerlitz,48.8418647,2.3628197,cafe
Salpétrière Italie,48.835389,2.3576907,parking_entrance
Maison de la Recherche de l'Université Sorbonne Nouvelle,48.8444084,2.3460193,college
Unknown,48.892229,2.324196,post_box
Nous Châteaudun,48.8759011,2.3414237,restaurant
Bomaye,48.8747571,2.3538543,restaurant
Unknown,48.8339554,2.3269595,bicycle_parking
Unknown,48.845309,2.3795017,bicycle_parking
Unknown,48.8459451,2.3783514,bicycle_parking
Unknown,48.8448442,2.380478,bicycle_parking
Unknown,48.8435858,2.383124,bicycle_parking
Unknown,48.8433776,2.3836642,bicycle_parking
Unknown,48.8438941,2.382583,bicycle_parking
Centre régional des oeuvres universitaires et scolaires de Paris,48.8402234,2.3376518,social_facility
Unknown,48.8316369,2.3262941,bicycle_parking
Unknown,48.8315978,2.3264651,motorcycle_parking
Unknown,48.8329449,2.327509,motorcycle_parking
Unknown,48.8337581,2.3279646,motorcycle_parking
Unknown,48.8360969,2.3236774,bicycle_parking
Unknown,48.8353881,2.3265493,motorcycle_parking
Unknown,48.8353491,2.3265236,bicycle_parking
Unknown,48.8349068,2.3267682,bicycle_parking
Unknown,48.8350591,2.3268764,bicycle_parking
Unknown,48.8344763,2.3284737,bicycle_parking
Unknown,48.8299445,2.305172,bicycle_parking
Unknown,48.8305696,2.3029201,bicycle_parking
Unknown,48.8305993,2.302932,motorcycle_parking
Unknown,48.8410265,2.2803611,drinking_water
Unknown,48.8411792,2.2805931,toilets
Pertinence,48.8570742,2.3034841,restaurant
Departement - Pajol,48.8866841,2.361445,bicycle_rental
Riquet - Marx Dormoy,48.890199,2.3603326,bicycle_rental
Caisse d'Épargne,48.8437677,2.306075,bank
Caisse d'Épargne,48.8434493,2.3058887,bank
Groupama,48.8437134,2.3057679,bank
Café Jaby,48.8432222,2.3051208,cafe
Traiteur Asie,48.843196,2.3050386,restaurant
Karimaa,48.8431306,2.3048152,restaurant
Woodiz,48.8428805,2.3040042,restaurant
Helen Doron English,48.8424628,2.3017834,school
Le Peschadoires,48.8412348,2.2983867,restaurant
Leng Chung,48.8412855,2.2977937,restaurant
Arti,48.8408996,2.2973384,restaurant
Bar du Square,48.841087,2.2970336,restaurant
N'One,48.8387899,2.2898097,fast_food
L’Initial,48.8386672,2.2893141,pub
Au Rond Point,48.8383584,2.2890394,restaurant
Thaï City,48.838295,2.2886433,restaurant
Da Lucia,48.8382483,2.2884699,restaurant
Hanaza Sushi,48.8384308,2.2884998,restaurant
Pizza House,48.8384113,2.2884291,restaurant
Punjab Palace,48.8378481,2.2869331,restaurant
L'Étincelle,48.8374506,2.2848336,restaurant
Le 347,48.8367111,2.2835484,restaurant
Les Petites Dalles,48.8362337,2.2824562,restaurant
Traiteur Lecourbe,48.8440698,2.3080015,restaurant
Dentego,48.8442085,2.3076948,dentist
Médiathèque de la Canopée la fontaine,48.8624488,2.34682,library
Le Galopin de Lulu,48.8553004,2.3748599,restaurant
Rivoluzione,48.855402,2.3747962,restaurant
Louie Louie,48.8534969,2.3803537,restaurant
Unknown,48.8393925,2.3079404,letter_box
La Mandarine,48.8674686,2.2813002,fast_food
Fatto Qui !,48.8674406,2.2815927,fast_food
LCL,48.8675721,2.2814805,bank
De Saison,48.867988,2.3482406,restaurant
Nossa,48.8473991,2.3481351,restaurant
Blend Odéon,48.8535325,2.3383281,fast_food
Bao Bar Street Foods,48.8523978,2.3383897,restaurant
Minori Sushi,48.8563452,2.3573111,restaurant
Unknown,48.8319345,2.3769149,bicycle_parking
Bambou,48.869308,2.3451203,restaurant
Le Bistrot des Gascons,48.8542757,2.3068258,restaurant
Tour Food,48.8542696,2.3070381,fast_food
Ottoman corner,48.8679215,2.387007,fast_food
Grill & Kebab,48.8691445,2.3912099,fast_food
Unknown,48.8538816,2.3060654,parking_space
Unknown,48.8538736,2.3055907,parking_space
La Comtesse,48.8538851,2.3071262,cafe
Unknown,48.8464078,2.2804785,bench
Unknown,48.8464447,2.2793485,parking
Lou Lou,48.8632548,2.3330193,restaurant
Fontaine Wallace,48.8768828,2.3549788,fountain
T'Cup,48.8574478,2.3649288,cafe
Unknown,48.8369351,2.3783895,parking_entrance
Unknown,48.8206456,2.4521989,parking_space
Unknown,48.8206562,2.4522364,parking_space
Unknown,48.8206659,2.4522619,parking_space
Le Beyritus,48.8411397,2.26606,restaurant
Guan Guan Yuan,48.8413823,2.2665703,restaurant
Bol Shop,48.8407889,2.2658641,restaurant
Délices du Liban,48.8399735,2.2661669,restaurant
Maison Dangles,48.8399193,2.2662594,restaurant
Babilou,48.8397674,2.2666208,kindergarten
Clove,48.8846413,2.3418156,cafe
L'Entr'Acte,48.8836484,2.3425374,restaurant
Tempo,48.8889224,2.3182175,pub
SHERA,48.8901637,2.3193952,restaurant
Vesper,48.8552043,2.3055268,restaurant
SAaM,48.8721977,2.36272,restaurant
La Cantine Russe,48.8633584,2.2959364,restaurant
Baca'v,48.8391383,2.3560271,restaurant
Racina,48.8453138,2.3491879,restaurant
Grain D'Orge,48.8770756,2.2934803,restaurant
Unknown,48.8786717,2.3754755,bicycle_parking
Unknown,48.8787169,2.3754839,motorcycle_parking
Unknown,48.8781518,2.3722529,bicycle_parking
Unknown,48.8781441,2.3721904,motorcycle_parking
Unknown,48.8308512,2.3209474,bicycle_parking
Unknown,48.8519518,2.3387328,bicycle_parking
La Baie d'Ha Long,48.8402306,2.2637032,restaurant
La P'tite Vadrouille,48.8692104,2.3966205,restaurant
Unknown,48.8673411,2.3162726,bench
Unknown,48.8676419,2.315309,bench
Unknown,48.8676009,2.3154438,bench
Unknown,48.8675211,2.3156966,bench
Unknown,48.8679807,2.3160097,bench
Unknown,48.8679604,2.3160405,bench
Unknown,48.8679366,2.3161049,bench
Unknown,48.8679229,2.3161532,bench
Unknown,48.8679057,2.3162075,bench
Unknown,48.8678942,2.3162591,bench
Unknown,48.8678783,2.3163061,bench
Unknown,48.8678647,2.3163517,bench
Unknown,48.8678435,2.3164107,bench
Unknown,48.8678259,2.3164563,bench
Unknown,48.8678104,2.3164952,bench
Unknown,48.8678836,2.3168955,bench
Unknown,48.8677738,2.3166045,bench
Unknown,48.8677619,2.3166662,bench
Unknown,48.8677623,2.3167326,bench
Unknown,48.8677857,2.3167889,bench
Unknown,48.8678184,2.3168284,bench
Unknown,48.8676472,2.3167346,bench
Unknown,48.8676353,2.3167788,bench
Unknown,48.8676159,2.3168338,bench
Unknown,48.8675894,2.3168888,bench
Unknown,48.8675691,2.3169344,bench
Unknown,48.8675427,2.3169867,bench
Unknown,48.8675144,2.3170497,bench
Unknown,48.8674465,2.3172583,bench
Unknown,48.867432,2.3173059,bench
Unknown,48.8674103,2.3173783,bench
Unknown,48.8673901,2.3174293,bench
Unknown,48.8672013,2.3183667,bench
Unknown,48.8672132,2.3184109,bench
Unknown,48.8672224,2.3184559,bench
Unknown,48.8672291,2.3185075,bench
Unknown,48.8672304,2.3185538,bench
Unknown,48.8672282,2.3186007,bench
Unknown,48.8672194,2.3186517,bench
Unknown,48.8672035,2.3187274,bench
Unknown,48.8671889,2.3187677,bench
Unknown,48.8671708,2.3188153,bench
Unknown,48.8671536,2.3188555,bench
Unknown,48.8670707,2.3184264,bench
Unknown,48.8670473,2.3184793,bench
Unknown,48.8670134,2.318541,bench
Unknown,48.866997,2.3185752,bench
Unknown,48.8669759,2.3186181,bench
Unknown,48.8669573,2.3186651,bench
Unknown,48.866945,2.3187053,bench
Unknown,48.8669296,2.3187536,bench
Unknown,48.8669159,2.3187999,bench
Unknown,48.8669013,2.3188629,bench
Unknown,48.8670504,2.3190171,bench
Unknown,48.8670226,2.3190446,bench
Unknown,48.8669926,2.3190647,bench
Unknown,48.8669357,2.31939,bench
Unknown,48.8669384,2.3194523,bench
Unknown,48.8669609,2.3196253,bench
Unknown,48.8669759,2.3196957,bench
Unknown,48.86699,2.3197561,bench
Unknown,48.8670041,2.3198097,bench
Unknown,48.8670213,2.319866,bench
Unknown,48.8669322,2.3197762,bench
Unknown,48.8669137,2.319738,bench
Unknown,48.8668832,2.3196957,bench
Unknown,48.8666239,2.3196729,bench
Unknown,48.866664,2.3196582,bench
Unknown,48.8667139,2.3196287,bench
Unknown,48.8667487,2.3196012,bench
Unknown,48.8667734,2.3195697,bench
Unknown,48.8668043,2.3195254,bench
Unknown,48.8668277,2.3194697,bench
Unknown,48.8668422,2.3194275,bench
Unknown,48.8668506,2.3193531,bench
Unknown,48.8668431,2.3192853,bench
Unknown,48.8668272,2.3191921,bench
Unknown,48.8668144,2.3191445,bench
Unknown,48.8667994,2.3190956,bench
Unknown,48.8667818,2.3190527,bench
Unknown,48.8667637,2.3190124,bench
Unknown,48.8667439,2.3189782,bench
Fontaine Wallace,48.8671873,2.3829402,drinking_water
Unknown,48.8446969,2.2684595,waste_basket
Unknown,48.8447406,2.268491,bench
Unknown,48.8446649,2.2684219,bench
Unknown,48.8445577,2.2692273,bench
Unknown,48.8445727,2.2691599,bench
Unknown,48.8445416,2.2691334,bench
Unknown,48.8443256,2.2690855,waste_basket
Unknown,48.8444741,2.2691428,bench
Unknown,48.844452,2.2691358,bench
Unknown,48.8443103,2.269172,bench
Unknown,48.8443986,2.2690781,bench
Unknown,48.8443754,2.2690774,bench
Unknown,48.8441798,2.2688311,bench
Unknown,48.8441596,2.2687625,bench
Unknown,48.8441467,2.2687278,bench
Unknown,48.8441354,2.2686964,bench
Unknown,48.8440954,2.2686587,bench
Unknown,48.8440642,2.268623,bench
Unknown,48.8438377,2.2684749,bench
Unknown,48.8438576,2.2684468,bench
Unknown,48.8440941,2.2679988,bench
Unknown,48.8441157,2.2679921,bench
Unknown,48.8436034,2.2755439,bench
Unknown,48.8436407,2.2757722,waste_basket
Unknown,48.8435451,2.2756314,bench
Unknown,48.8436371,2.2756388,bench
Unknown,48.8437541,2.2756388,bench
Unknown,48.8437159,2.2756304,bench
Unknown,48.8436832,2.2756502,bench
La Maison des Enfants,48.8349995,2.4493868,school
Mojo,48.8764987,2.2941011,pub
Unknown,48.837182,2.2728563,bench
Unknown,48.8370328,2.2732372,bench
Unknown,48.8370342,2.2731936,bench
Unknown,48.8371685,2.2728967,bench
Unknown,48.8371542,2.2726639,bench
Unknown,48.8648092,2.3247074,bench
Unknown,48.8646967,2.3247577,bench
Unknown,48.8645939,2.324806,bench
Unknown,48.864533,2.3248368,bench
Unknown,48.8641523,2.3245552,bench
Unknown,48.8641259,2.324462,bench
Unknown,48.8640919,2.3243299,bench
Unknown,48.8640469,2.324167,bench
Unknown,48.8638338,2.3242964,bench
Unknown,48.8637646,2.3242582,bench
Unknown,48.8637412,2.3245881,bench
Unknown,48.8636746,2.3245445,bench
Unknown,48.8636503,2.3248744,bench
Unknown,48.8635815,2.3248308,bench
Unknown,48.8634655,2.325445,bench
Unknown,48.863402,2.3253968,bench
Unknown,48.863162,2.3261478,bench
Unknown,48.8630195,2.3265957,bench
Unknown,48.862761,2.327399,bench
Unknown,48.8628272,2.3274466,bench
Unknown,48.8627328,2.327735,bench
Unknown,48.8626662,2.3276813,bench
Unknown,48.8633923,2.3313466,bench
Unknown,48.8634355,2.3312071,bench
Unknown,48.863484,2.3310515,bench
Unknown,48.8635694,2.3307803,bench
Unknown,48.8636147,2.3306368,bench
Unknown,48.8636638,2.3304839,bench
Unknown,48.8637072,2.3303495,bench
Unknown,48.8637536,2.3302073,bench
Unknown,48.8645538,2.3273554,bench
Unknown,48.8646217,2.3271362,bench
Unknown,48.8644671,2.3264283,bench
Unknown,48.8646358,2.3263999,bench
Unknown,48.8646583,2.3263241,bench
Unknown,48.8649309,2.3255054,bench
Unknown,48.8649177,2.3255456,bench
Unknown,48.8649044,2.3255892,bench
Unknown,48.8648983,2.3255577,bench
Unknown,48.8648956,2.3255242,bench
Unknown,48.8649084,2.3254826,bench
Unknown,48.8649291,2.3254705,bench
Unknown,48.8649459,2.3254564,bench
Unknown,48.8650535,2.3255711,bench
Unknown,48.8650588,2.3255966,bench
Unknown,48.865046,2.3256402,bench
Unknown,48.8650275,2.3256536,bench
Unknown,48.8650085,2.3256657,bench
Unknown,48.8650231,2.3256201,bench
Unknown,48.8650355,2.3255792,bench
Unknown,48.8650478,2.3255396,bench
Unknown,48.8653195,2.3253096,bench
Unknown,48.8652948,2.3253854,bench
Unknown,48.8652467,2.3255329,bench
Unknown,48.8652229,2.3256046,bench
Unknown,48.8651806,2.3257454,bench
Unknown,48.8651537,2.3258226,bench
Unknown,48.8651091,2.3259627,bench
Unknown,48.8650632,2.3261109,bench
Unknown,48.8650385,2.326184,bench
Unknown,48.8649918,2.3263329,bench
Unknown,48.8649521,2.3264629,bench
Unknown,48.8649084,2.3265897,bench
Unknown,48.8648665,2.3267211,bench
Unknown,48.8647589,2.3270557,bench
Unknown,48.8647165,2.3272019,bench
Unknown,48.8646896,2.3272743,bench
Unknown,48.8646398,2.3274245,bench
Unknown,48.8645925,2.327574,bench
Unknown,48.8645463,2.3277182,bench
Unknown,48.8645083,2.3278403,bench
Unknown,48.8644638,2.3279757,bench
Unknown,48.8644267,2.3280924,bench
Unknown,48.8643795,2.3282365,bench
Unknown,48.8643341,2.3283834,bench
Unknown,48.8642878,2.3285229,bench
Unknown,48.8642436,2.3286664,bench
Unknown,48.8641978,2.3288079,bench
Unknown,48.864114,2.3290694,bench
Unknown,48.8640698,2.3292075,bench
Unknown,48.8640271,2.329345,bench
Unknown,48.8639834,2.3294851,bench
Unknown,48.8639375,2.3296259,bench
Unknown,48.8638921,2.3297701,bench
Unknown,48.8654448,2.324055,bench
Unknown,48.8654205,2.3237921,bench
Unknown,48.8653919,2.3235293,bench
Unknown,48.8653658,2.3232631,bench
Unknown,48.8636614,2.324352,bench
Unknown,48.8635211,2.3247839,bench
Crédit du Nord,48.8928046,2.3453309,bank
LCL,48.8924971,2.3451724,bank
Unknown,48.8650661,2.3468274,post_box
Unknown,48.8740029,2.3473527,post_box
CIC,48.8745755,2.3220807,bank
Unknown,48.8679394,2.2988272,post_box
Pain et Olives,48.8425318,2.324593,fast_food
Gabriel Café,48.8594495,2.3862125,bar
Art & Thé,48.858972,2.3858422,restaurant
Carrousel de Rennes,48.8514311,2.3311939,cafe
Shinjuku,48.831318,2.3415669,restaurant
Unknown,48.8542452,2.3074524,cafe
Unknown,48.8749454,2.2976339,bench
Unknown,48.8750565,2.2978927,bench
Unknown,48.8745652,2.2945465,bench
Unknown,48.8746001,2.2946861,bench
Unknown,48.8746715,2.2945775,bench
Unknown,48.8734591,2.2936884,bench
Unknown,48.8729334,2.2949678,bench
Unknown,48.8729453,2.2948223,bench
Unknown,48.8729678,2.2946821,bench
Unknown,48.8732077,2.2940826,bench
Unknown,48.8730825,2.2942972,bench
Unknown,48.8731408,2.2941837,bench
Unknown,48.8739465,2.2945138,parking_space
Unknown,48.8768232,2.2926175,parking_space
Unknown,48.8746071,2.2953118,bench
Unknown,48.8746243,2.2950992,bench
César Étoile,48.8758302,2.2968235,restaurant
Volver,48.8553465,2.3397498,restaurant
Noo-York,48.8641494,2.3557851,fast_food
Le Filao,48.8700399,2.3537747,money_transfer
Unknown,48.8469933,2.2927057,bench
Unknown,48.8470311,2.2927834,bench
Unknown,48.8469675,2.2927999,bench
Pasta Oro,48.8416157,2.2664104,restaurant
Unknown,48.8625361,2.3880133,drinking_water
Les Lauriers,48.8706446,2.388416,cafe
Fait ta Crêpe,48.8888349,2.3235328,fast_food
Unknown,48.8587885,2.3946537,drinking_water
Unknown,48.862554,2.3879771,waste_basket
Unknown,48.8367186,2.3511767,bench
Unknown,48.8367292,2.351228,bench
Unknown,48.8367397,2.3512809,bench
Unknown,48.8672319,2.3439923,bicycle_repair_station
Unknown,48.8439752,2.384397,motorcycle_parking
Unknown,48.8440136,2.3844958,bicycle_parking
Unknown,48.8440452,2.3845025,recycling
Unknown,48.8439896,2.3846275,bicycle_parking
Unknown,48.8449426,2.3836985,post_box
Vini italiani,48.8632061,2.3528791,restaurant
Unknown,48.8643403,2.3599866,atm
Coworking Republic,48.8639988,2.3604323,coworking_space
Unknown,48.8581002,2.3177185,bicycle_parking
Unknown,48.8559782,2.3169952,motorcycle_parking
Unknown,48.8563235,2.3148161,bicycle_parking
Unknown,48.8560056,2.3170126,bicycle_parking
Unknown,48.8585038,2.3146046,motorcycle_parking
Unknown,48.8602213,2.31477,bicycle_parking
Unknown,48.8619765,2.314964,bicycle_parking
Unknown,48.8627014,2.3148574,bicycle_parking
Unknown,48.8287604,2.349467,toilets
Café des Banques,48.8644256,2.3978501,cafe
Food Store,48.8484397,2.2984525,fast_food
Le Cappiello etc...,48.8468903,2.2987369,fast_food
Unknown,48.8387555,2.2570094,post_box
Daily Food,48.8392369,2.2609681,fast_food
Au Rêve,48.889681,2.3378042,bar
Au Relais,48.8892736,2.3424415,restaurant
USIC,48.8535904,2.3256254,training
Unknown,48.8239122,2.3656944,toilets
Unknown,48.822521,2.3757407,motorcycle_parking
Unknown,48.8225722,2.3755825,motorcycle_parking
Unknown,48.8476287,2.3706877,bicycle_parking
Unknown,48.8478624,2.367502,bicycle_parking
Unknown,48.8487794,2.368187,bicycle_parking
Unknown,48.8488263,2.3682107,bicycle_parking
Unknown,48.8489638,2.3681635,bicycle_parking
Unknown,48.8491593,2.3682436,bicycle_parking
Pierre Joseph Desault,48.8211383,2.3787242,bicycle_rental
Pajol - Riquet,48.889479,2.3627914,bicycle_rental
L’OisiveThé,48.828059,2.3516407,cafe
Le Radis Beurre,48.846333,2.3078319,restaurant
BelAir,48.8523276,2.2793055,cafe
Radio Eat,48.8521889,2.2792206,restaurant
Happy Sushi,48.8388878,2.2616333,restaurant
Unknown,48.8237877,2.3581147,bicycle_parking
Unknown,48.8241061,2.358076,bicycle_parking
Unknown,48.824913,2.3577654,bicycle_parking
Unknown,48.8252532,2.357707,bicycle_parking
Unknown,48.8264681,2.3573302,bicycle_parking
Unknown,48.8276366,2.3588603,bicycle_parking
Unknown,48.8273523,2.3588973,bicycle_parking
Unknown,48.8263748,2.3596723,bicycle_parking
Unknown,48.8257409,2.3601952,bicycle_parking
Unknown,48.8252245,2.3607631,bicycle_parking
Unknown,48.8247271,2.3609237,bicycle_parking
Unknown,48.8258364,2.3577888,bicycle_parking
Unknown,48.8261118,2.3584868,bicycle_parking
Unknown,48.8226023,2.3755574,motorcycle_parking
Unknown,48.8555571,2.3593674,bicycle_parking
Pong Crabe,48.828704,2.3310971,restaurant
Bar à Nenette,48.853326,2.3733565,bar
Salt,48.8532931,2.3736467,fast_food
CMETE,48.8635597,2.3403021,doctors
Fernand Braudel - Vincent Auriol,48.8361541,2.3725158,bicycle_rental
Sushi Arts Studio,48.8692735,2.2879511,restaurant
231 East St.,48.8425298,2.3203127,fast_food
BRED,48.8405126,2.2955773,bank
Au Rendez-Vous des Bout'Chou,48.8431983,2.2999136,kindergarten
Photocopie-Internet,48.8429075,2.2935961,internet_cafe
Unknown,48.8420212,2.2942282,veterinary
Unknown,48.8413368,2.2949817,vending_machine
Korean Barbecue,48.8423873,2.2944521,restaurant
Unknown,48.8427472,2.3002693,vending_machine
Gioco,48.8434706,2.2938102,restaurant
Compose,48.8432078,2.2933408,fast_food
Burger n Juice,48.8407619,2.2953726,restaurant
Papy Aux Fourneaux,48.8355396,2.3180191,bar
Jacopo,48.871268,2.3000605,restaurant
We Cantine,48.8598426,2.3460581,restaurant
Black Sheep Coffee,48.8744011,2.3180929,bar
Unknown,48.8855095,2.3433344,bench
Unknown,48.8855044,2.3432871,bench
Unknown,48.8854987,2.3432378,bench
Unknown,48.8854945,2.3431905,bench
Unknown,48.8412229,2.2546068,toilets
Unknown,48.8846852,2.3430985,bench
Unknown,48.8847065,2.3431067,bench
Unknown,48.884727,2.3431235,bench
Unknown,48.8847431,2.3431453,bench
Unknown,48.8847531,2.3431731,bench
Unknown,48.8847586,2.3432117,bench
Unknown,48.8847601,2.3432425,bench
Unknown,48.8847524,2.343275,bench
Unknown,48.8847348,2.3433082,bench
Unknown,48.884724,2.343332,bench
Unknown,48.8847159,2.3433614,bench
Unknown,48.8847139,2.3433922,bench
Unknown,48.8847137,2.3434207,bench
Unknown,48.8847176,2.3434611,bench
Unknown,48.8847273,2.3435,bench
Unknown,48.8847363,2.3435305,bench
Unknown,48.8847504,2.3435523,bench
Unknown,48.8847722,2.3435824,bench
Unknown,48.8847802,2.3436176,bench
Unknown,48.884781,2.3436519,bench
Unknown,48.8847709,2.3437035,bench
Unknown,48.8847557,2.343734,bench
Unknown,48.8847429,2.3437498,bench
Unknown,48.8847202,2.3437629,bench
Unknown,48.8859394,2.3420687,bench
Unknown,48.8859553,2.3419889,bench
Unknown,48.8859733,2.3419131,bench
Unknown,48.8859892,2.3418327,bench
Unknown,48.8860064,2.3417576,bench
Unknown,48.8860232,2.3416764,bench
Unknown,48.8859561,2.3416436,bench
Unknown,48.8859434,2.341724,bench
Unknown,48.885924,2.3418018,bench
Unknown,48.8858909,2.341956,bench
Unknown,48.885875,2.3420298,bench
Unknown,48.8858569,2.3421203,bench
Unknown,48.8878618,2.3437424,bench
Unknown,48.8878592,2.3436961,bench
Unknown,48.8878569,2.3436351,bench
Unknown,48.887629,2.3437109,bench
Unknown,48.8875704,2.3437387,bench
Unknown,48.8875349,2.3437555,bench
Unknown,48.8874961,2.3437739,bench
Unknown,48.8875199,2.3439013,bench
Unknown,48.8875953,2.3438641,bench
Unknown,48.887623,2.3438494,bench
Unknown,48.8876552,2.3438359,bench
Unknown,48.8865033,2.3437977,bench
Unknown,48.8864323,2.3438048,bench
Unknown,48.8856442,2.3814821,recycling
Unknown,48.889189,2.3835748,post_box
Unknown,48.8892409,2.3836513,recycling
Unknown,48.8762848,2.3793527,recycling
Unknown,48.8772129,2.3825469,recycling
Unknown,48.8772312,2.3825419,bench
Association Marie Jaëll,48.8757361,2.3881719,music_school
Kathmandu,48.8459093,2.3532236,restaurant
Dutot - Place Alleray,48.8366401,2.3069213,bicycle_rental
Unknown,48.8350935,2.3057362,bicycle_parking
Unknown,48.8382505,2.2938855,bicycle_parking
Unknown,48.838951,2.2924673,recycling
Unknown,48.861641,2.3546214,bench
Unknown,48.8617094,2.354597,bench
Unknown,48.8617689,2.3546395,bench
Unknown,48.8617773,2.3547596,bench
Unknown,48.8617508,2.3548467,bench
Unknown,48.8618011,2.3553014,bench
Unknown,48.8618506,2.3551592,bench
Unknown,48.8616559,2.3550955,bench
Unknown,48.8629141,2.3523154,bicycle_parking
Unknown,48.8399252,2.347587,bicycle_parking
Unknown,48.8618105,2.3511499,bicycle_parking
Unknown,48.8617345,2.351483,bicycle_parking
Unknown,48.8611319,2.3531744,bicycle_parking
Unknown,48.8424785,2.3667128,bench
Unknown,48.8424449,2.3667437,bench
Unknown,48.8423611,2.3668161,bench
Unknown,48.842174,2.3669288,bench
Unknown,48.8421449,2.3669583,bench
Unknown,48.8419886,2.3670964,bench
Unknown,48.8420213,2.3670682,bench
Unknown,48.8420954,2.3668016,bench
Unknown,48.841926,2.3669583,bench
Unknown,48.8424644,2.3666096,bench
Unknown,48.8423664,2.3666954,bench
Unknown,48.842219,2.3668282,bench
Unknown,48.841971,2.3670481,bench
Société Générale,48.8378776,2.4040133,bank
Pizza Exelmans,48.8413344,2.2644399,fast_food
Unknown,48.8368001,2.4414294,bicycle_parking
Le Roi de la Garantita,48.8833557,2.3481572,fast_food
Bar & Beer Ménilmontant,48.863313,2.3874506,bar
Dalmata,48.8645378,2.349393,restaurant
Unknown,48.8878522,2.3898706,bicycle_parking
Le Nova,48.888443,2.3242029,pub
Phô 520,48.83701,2.278197,restaurant
Juste Leblanc,48.8370749,2.2779507,restaurant
La Gavotte,48.8790456,2.3268822,restaurant
Royal Clichy,48.8878962,2.32456,pub
Gourmet Tsingtao,48.8330894,2.3656869,restaurant
Centre de santé dentaire Chevaleret,48.8335845,2.3658416,dentist
天天食店,48.8330295,2.3657922,restaurant
Cabinet Paramédical,48.8331183,2.3656372,doctors
Unknown,48.8414074,2.2860246,bench
Unknown,48.8414729,2.285683,bench
Unknown,48.8415041,2.285745,bench
Unknown,48.8414299,2.2856974,bench
Unknown,48.8414136,2.2861125,bench
Unknown,48.8414595,2.2860736,bench
Unknown,48.8415292,2.2859415,bench
Unknown,48.8415076,2.2859985,bench
Unknown,48.8407723,2.2858181,bench
Unknown,48.8407907,2.2857195,bench
Unknown,48.8407792,2.2857551,bench
Unknown,48.840843,2.2858727,bench
Unknown,48.8407975,2.2858684,bench
Unknown,48.8409206,2.2852696,bench
Unknown,48.84095,2.2852186,bench
Unknown,48.8411066,2.2853165,bench
Unknown,48.8410329,2.2854178,bench
Unknown,48.8409939,2.2853997,bench
Unknown,48.8410751,2.2856649,bench
Unknown,48.8410499,2.2856793,bench
Unknown,48.8410387,2.2858268,bench
Unknown,48.8410773,2.2858395,bench
Unknown,48.8409423,2.2857993,bench
Unknown,48.8409184,2.2858251,bench
Unknown,48.8412079,2.2863019,bench
Unknown,48.8412322,2.2863297,bench
Unknown,48.8413059,2.2862868,bench
Unknown,48.8413736,2.2861621,bench
Unknown,48.8413408,2.2862258,bench
Unknown,48.8413399,2.2861255,bench
Unknown,48.8413533,2.2859606,bench
Unknown,48.8413447,2.2858975,bench
Unknown,48.8413167,2.2858825,bench
Unknown,48.8413022,2.2860571,bench
Unknown,48.8411934,2.2860343,bench
Unknown,48.8411746,2.2859861,bench
Unknown,48.8783293,2.3518983,bench
Unknown,48.8783187,2.3519811,bench
Unknown,48.8783791,2.3519959,bench
Unknown,48.8783879,2.3519198,bench
Unknown,48.8784232,2.351617,bench
Unknown,48.8783617,2.3516066,bench
Vertical,48.8464972,2.294122,bar
Unknown,48.8677666,2.2946849,toilets
Unknown,48.8595519,2.2786677,post_box
Chez Suzette,48.8527554,2.344509,restaurant
Cabinet médical et paramédical,48.859593,2.369836,doctors
Le Djoliba,48.86856,2.3547945,restaurant
Fuxia,48.8481072,2.3399447,restaurant
Unknown,48.8569376,2.3681457,motorcycle_parking
Chez Colette,48.835492,2.3256903,restaurant
Unknown,48.8761029,2.3599218,bicycle_parking
Caféteria Universitaire Pitié,48.8369923,2.3602414,fast_food
Unknown,48.8268625,2.2936835,bicycle_parking
Unknown,48.8586187,2.3988566,bench
Rammal,48.8506956,2.2770937,restaurant
Unknown,48.8988994,2.3259798,bicycle_parking
Unknown,48.8941789,2.3616176,bicycle_parking
Unknown,48.8941237,2.3616018,bicycle_parking
Unknown,48.8935385,2.3628724,bicycle_parking
Unknown,48.8452574,2.2712983,post_box
Unknown,48.8425377,2.2682296,post_box
Titi Graille,48.8843716,2.3398406,restaurant
BRED,48.8895328,2.3217813,bank
Unknown,48.8579883,2.2968342,drinking_water
