name,latitude,longitude,type
Unknown,48.8237176,2.3724304,motorcycle_parking
Unknown,48.8231977,2.3684954,recycling
Unknown,48.8243021,2.3730322,motorcycle_parking
Studios Rive Gauche,48.8440964,2.2762293,studio
Paris Dupleix,48.8520869,2.2922095,post_office
La Rotonde de la Muette,48.8583844,2.273072,restaurant
Chouquette,48.8306772,2.3545676,fast_food
Chatime,48.8266915,2.3597379,cafe
Unknown,48.8312179,2.369858,toilets
Zaytoon,48.8325501,2.3707432,restaurant
Unknown,48.8346596,2.3730773,bench
Unknown,48.8352147,2.3688184,toilets
Unknown,48.8348105,2.3729319,bench
N+1,48.8323502,2.3714087,restaurant
Chat Alors,48.8322029,2.3687876,cafe
Comme promis,48.833039,2.3694174,restaurant
Ginger,48.8292411,2.3723576,restaurant
Wok Chen,48.8288241,2.3727469,restaurant
La French Guinguette,48.8617469,2.3515904,bar
Elysees Bonheur,48.8723628,2.3028314,restaurant
Unknown,48.8192221,2.3590006,bicycle_parking
Unknown,48.820856,2.3558147,bicycle_parking
Unknown,48.8295999,2.2952376,bicycle_parking
Unknown,48.8334961,2.3568436,bicycle_parking
Unknown,48.8639527,2.3987525,bicycle_parking
Unknown,48.8643496,2.4003495,bicycle_parking
Unknown,48.8649057,2.4040471,bicycle_parking
Unknown,48.866214,2.3961048,bicycle_parking
Unknown,48.8671571,2.4023736,bicycle_parking
Unknown,48.8672082,2.3982234,bicycle_parking
Bagelstein,48.8696607,2.2978962,fast_food
La Tables des Anges,48.8810846,2.340214,restaurant
James Bun,48.8834853,2.3262233,restaurant
Le Bouclier de Bacchus,48.8768607,2.3377035,restaurant
Eggs & Co.,48.8531121,2.3315131,restaurant
Le Dépanneur,48.8823743,2.3334126,restaurant
Joubert,48.8709965,2.3413373,bureau_de_change
Unknown,48.8814499,2.3169703,bicycle_parking
Luz Verde,48.8803888,2.3376295,restaurant
Unknown,48.8839833,2.3329256,bicycle_parking
Unknown,48.8491195,2.3522239,toilets
Granite,48.8610076,2.3419911,restaurant
Unknown,48.8675269,2.3132706,post_box
Atelier Chardon Savard,48.8653271,2.3716602,college
Unknown,48.8641578,2.3713449,post_box
Unknown,48.8692563,2.372269,post_box
Unknown,48.8692818,2.3722462,post_box
Alizée Vet Clinic,48.8347805,2.3237633,veterinary
Unknown,48.8266276,2.3199445,post_box
Unknown,48.8316896,2.3201406,post_box
Unknown,48.8690533,2.236132,toilets
Unknown,48.8697079,2.2375402,toilets
Kanaco,48.8252236,2.3721809,restaurant
Baïli,48.8590777,2.4057411,restaurant
Unknown,48.8588938,2.4060262,recycling
Pharmacie Massena 13,48.8218976,2.3665741,pharmacy
Antalya,48.8789428,2.3570699,fast_food
Alliance,48.8499232,2.3533019,restaurant
Crèche Collective,48.8776713,2.394475,childcare
Le P'tit Saladier,48.8276864,2.3738758,restaurant
L'art du Sandwich,48.8286043,2.3726928,fast_food
Le Cristal,48.8287127,2.3725943,restaurant
Chez Long,48.8355383,2.40176,restaurant
Pizza Rossi,48.8688756,2.3530217,restaurant
Cuisine et Dépendances,48.8694568,2.3508619,restaurant
Bistro des Lettres,48.8500469,2.3497403,restaurant
Da Ruby,48.8503241,2.3510157,restaurant
Lhassa,48.8488696,2.3487246,restaurant
Raviolis Queen,48.8488377,2.3487121,restaurant
Feng's Sushi Bar,48.828449,2.3731477,restaurant
Indochine,48.8239899,2.3679972,restaurant
Compose,48.8715472,2.3065686,restaurant
Centre Mandapa,48.8276174,2.3451825,theatre
Plug In Café,48.8288958,2.3514028,bar
Apollonia,48.8284835,2.3510057,restaurant
La Roseraie,48.8275646,2.3713331,cafe
Baba,48.8299385,2.3567319,cafe
Antenne - Secours Populaire Français,48.8297823,2.3599772,community_centre
Unknown,48.828427,2.327519,recycling
Les Amis de Messina,48.84981,2.3855248,restaurant
Centre d'Etudes Catalanes,48.857994,2.3566174,arts_centre
Unknown,48.8367127,2.358966,charging_station
Unknown,48.8587211,2.3544967,charging_station
Unknown,48.8384412,2.3609246,post_box
Unknown,48.8557382,2.3570187,post_box
Unknown,48.8578342,2.3558096,toilets
Bibliothèque universitaire Pierre Mendès France,48.8269854,2.3646661,library
Chinatown Olympiades,48.8234421,2.366094,restaurant
Lili,48.8257975,2.3740606,restaurant
Kapunka,48.8744064,2.3548398,restaurant
La Tour Maubourg,48.8582476,2.3098314,restaurant
Le Comptoir du Houmous,48.8299152,2.354007,restaurant
La Table d’Hami,48.8414393,2.3554283,restaurant
Yamato,48.8406066,2.3332596,restaurant
Mian Fan,48.8412272,2.3312959,restaurant
Le Bistrot des Campagnes,48.8410022,2.330745,restaurant
Chez Papa,48.8408746,2.3323597,restaurant
Montée,48.8407874,2.3307093,restaurant
Au Bretzel,48.841116,2.3312022,restaurant
Class'croute,48.8401326,2.3345693,fast_food
Tabac de l'Observatoire,48.8398327,2.3354588,cafe
Il Barone,48.8408966,2.3308748,restaurant
Harmony Café,48.8386404,2.33969,restaurant
Unknown,48.8396982,2.3372245,post_box
ADA,48.827626,2.3702483,car_rental
Abri Soba,48.8750272,2.3444884,restaurant
Mongoo,48.8747375,2.3481435,restaurant
Sushi House,48.8747821,2.347944,restaurant
Unknown,48.8530009,2.2478492,bench
Le Patay's,48.8254567,2.3749803,restaurant
L'As du Fallafel,48.857415,2.3590682,restaurant
Caisse d'Épargne,48.8848366,2.3212865,bank
Medusa,48.8908694,2.317946,fast_food
Fontaine Wallace,48.8471769,2.2530125,drinking_water
Unknown,48.8474421,2.2557074,drinking_water
Unknown,48.8489031,2.2428684,bench
Unknown,48.8491436,2.2431554,drinking_water
Unknown,48.8491683,2.2431809,bench
Unknown,48.8521407,2.2575325,drinking_water
Unknown,48.8555037,2.2587665,drinking_water
Unknown,48.8572707,2.2621503,bench
Unknown,48.8572989,2.2622167,bench
Unknown,48.8573514,2.2622032,bench
Unknown,48.8313054,2.3570917,vending_machine
Restaurant Hevi,48.8318185,2.3579857,fast_food
Drive Paris,48.8322864,2.3593881,driving_school
Domvet nationale,48.8329651,2.3614252,veterinary
Mondial Sandwich,48.8333023,2.3624138,fast_food
Palace du Liban,48.8324569,2.3599218,restaurant
Evi sushi,48.8324345,2.359846,restaurant
Apna Punjab,48.8328225,2.3609939,restaurant
Restaurant Zo,48.8710653,2.3182474,restaurant
Unknown,48.890352,2.355563,recycling
O'Pecador,48.8902943,2.3550888,restaurant
Bo Sushi,48.8977433,2.3739488,restaurant
Unknown,48.8392689,2.2758124,bicycle_parking
Thaï Viêt Gourmet,48.8281073,2.3719268,restaurant
Be Tea,48.8279816,2.3717007,cafe
Maki Sushi Tokyo,48.8278813,2.371519,fast_food
Pasta Subito,48.8280524,2.3723527,fast_food
Le petit Sfax,48.82786,2.3714672,fast_food
Resto Royal,48.8370405,2.3383495,fast_food
Unknown,48.8314359,2.3428335,bicycle_parking
Cantinella,48.8369523,2.3383009,restaurant
Clinique Port-Royal,48.8355335,2.3399561,hospital
Unknown,48.8317397,2.342171,bicycle_parking
Cochinous,48.8372036,2.3384568,restaurant
Unknown,48.8335323,2.3414122,motorcycle_parking
Unknown,48.8360852,2.3425414,place_of_worship
Le Carmen,48.882061,2.3341656,bar
Unknown,48.8565071,2.3684622,post_box
Unknown,48.8680457,2.350856,charging_station
Unknown,48.8669012,2.3512354,post_box
École Maternelle,48.8669484,2.3512124,school
Le Centquatre - 104,48.8900491,2.3706808,community_centre
Sec,48.8933413,2.3375823,restaurant
Le Saint Honoré,48.8609826,2.3446405,restaurant
Unknown,48.8829938,2.3289548,parking_space
Unknown,48.8836324,2.3292033,post_box
Cucuzza Ristorante,48.8879694,2.3186736,restaurant
Maloya,48.8721642,2.3626818,restaurant
Richer,48.8741138,2.3477501,restaurant
La Cave de Septime,48.8537146,2.380211,bar
Pret A Manger,48.8684653,2.3032108,fast_food
Così,48.8541738,2.3368535,fast_food
Pharmacie Homéopathique Ledru-Rollin,48.8507899,2.3753227,pharmacy
Institut Français de la Mode,48.8406153,2.3699666,college
Bistrot Cézanne,48.8741752,2.3098729,restaurant
Il Caffè,48.8736902,2.3098547,restaurant
Le relais Haussmann,48.8753179,2.3122819,restaurant
Jour Haussmann,48.875012,2.3127986,restaurant
Diwan Paris,48.8752255,2.3094084,restaurant
Restaurant 154,48.8752832,2.3112651,restaurant
Traiteur Café,48.8753348,2.3125008,restaurant
Unknown,48.8753717,2.314974,taxi
Label Ferme,48.8757253,2.3221427,restaurant
Unknown,48.8753776,2.315158,recycling
L'Abordage,48.8759466,2.3213289,restaurant
Délices Monceau,48.8755494,2.3172752,restaurant
Yookoso,48.8755346,2.3171544,restaurant
Auberge Saint-Augustin,48.8754613,2.3176534,restaurant
Tuktuk,48.8754901,2.3178685,restaurant
Unknown,48.8758039,2.3194519,waste_basket
Le Rocher Saint-Lazare,48.8755911,2.3232425,cafe
Nefis,48.826519,2.3665677,restaurant
Traiteur chinois Boubou,48.8274124,2.3686583,fast_food
Olympiades Traiteur,48.8267502,2.3667463,fast_food
Unknown,48.8271297,2.3685875,vending_machine
Unknown,48.8270507,2.3685678,motorcycle_parking
Dindon Dandy,48.874555,2.3548252,bar
Unknown,48.8395178,2.3501069,post_box
Yo !,48.8696781,2.3341013,restaurant
O'Grillades,48.8259666,2.3741675,fast_food
Centre culturel du Vietnam en France,48.8244257,2.3728293,arts_centre
Le Zinc,48.8495221,2.2989026,cafe
HSBC,48.8498877,2.2994905,bank
Primerose,48.8496963,2.2984934,cafe
La Sandwicherie du XVe,48.8494467,2.298792,fast_food
GALBAR,48.8744836,2.3481174,restaurant
Barak,48.8754759,2.3482922,restaurant
Le Rallye,48.8757095,2.348328,cafe
NeoBento,48.875191,2.3482375,restaurant
Pinson Poissonnière,48.8750657,2.3482122,restaurant
SchoolBar,48.8681224,2.346395,cafe
Casa Botticelli,48.8561829,2.3950942,restaurant
Mademoiselle Angelina,48.8488879,2.3341561,cafe
Unknown,48.8584954,2.3728731,bicycle_parking
Unknown,48.8586384,2.3732964,bicycle_parking
Unknown,48.8668947,2.3957337,bicycle_parking
Unknown,48.8689384,2.4022925,bicycle_parking
Unknown,48.86914,2.4032371,bicycle_parking
Unknown,48.8695383,2.4029523,bicycle_parking
Unknown,48.8711824,2.3370173,bicycle_parking
Unknown,48.8761102,2.388313,bicycle_parking
Unknown,48.8761371,2.3875668,bicycle_parking
Unknown,48.8822811,2.2959436,bicycle_parking
Wunderbär,48.8702965,2.3639599,restaurant
Khantine par Le Petit Cambodge,48.8691528,2.3634359,restaurant
Paris/Duquesne/26,48.8512941,2.3105539,charging_station
Bar brasserie des Ministères,48.8516041,2.3192089,bar
Unknown,48.851639,2.3191695,post_box
Chez Moune,48.8810262,2.3360255,nightclub
Paris/Chateaudun/21,48.8759584,2.3379233,charging_station
Trinité - d'Estienne d'Orves,48.8765634,2.3319332,taxi
Unknown,48.8732417,2.334069,post_box
Unknown,48.8760405,2.3309174,post_box
Unknown,48.8761019,2.331976,post_box
Unknown,48.8774686,2.3468425,post_box
Unknown,48.8812264,2.3433839,post_box
Hardware Société,48.8868808,2.3445853,restaurant
Unknown,48.8360755,2.3157953,toilets
Etablissement régional d'enseignement adapté Crocé Spinelli,48.8357212,2.3165245,school
École primaire Sainte-Elisabeth de Plaisance,48.8352039,2.3168564,school
Collège Alberto Giacometti,48.8341317,2.3149143,school
École Maternelle Simone Veil,48.8327608,2.3125906,school
École Primaire Simone Veil,48.8326971,2.3127682,school
Unknown,48.8390907,2.3169712,bicycle_parking
Les Bottes de 7 Lieues,48.8326318,2.3708524,restaurant
KFC,48.8764835,2.3573705,fast_food
Le Consulat,48.8870529,2.3398132,restaurant
Société Générale,48.8701844,2.3612698,bank
Backstage,48.8842402,2.3321006,theatre
O'Sullivans By The Mill,48.8841807,2.3320336,pub
École maternelle Jean Bouton,48.8456466,2.3772129,school
École élémentaire Jean Bouton,48.8458103,2.3769591,school
Infirmière,48.8452255,2.3831464,doctors
Le Bistrot Champenois,48.8455408,2.3828964,restaurant
Restaurant Noisette,48.8453018,2.3830897,restaurant
Virtus,48.8456066,2.3828455,restaurant
Pépone,48.8534879,2.3379911,restaurant
Buffet Dost,48.8525414,2.405805,fast_food
Zinc 62,48.8521568,2.4036353,cafe
Synagogue Élie Dray,48.8762278,2.3046238,place_of_worship
Docteur Clément Vital et Pierre-Yves Ruellan,48.8548822,2.2788611,dentist
Dr. Dursent Marc,48.8483777,2.284513,doctors
Société Générale,48.853072,2.2756903,bank
Unknown,48.865481,2.2521202,bench
Unknown,48.8654969,2.2521618,bench
Unknown,48.8655167,2.2522033,bench
Unknown,48.8655322,2.2522395,bench
Unknown,48.8522212,2.2766587,parking_space
Unknown,48.8305497,2.3476185,post_box
Unknown,48.8318969,2.3497826,post_box
Broken Biscuits,48.8619122,2.3799641,cafe
Binks,48.8654005,2.3766714,fast_food
Le Petit Traiteur Pékinois,48.836651,2.4029104,fast_food
Unknown,48.8358783,2.4050862,atm
Au Bois Dorée,48.8359086,2.404928,restaurant
Banque Populaire,48.837039,2.4019301,atm
Chez Ma Belle Mère,48.8367026,2.4041045,restaurant
Xin Mao,48.8380602,2.3966799,fast_food
École de Conduite Diderot,48.8380229,2.3967148,driving_school
Ayama,48.8365453,2.4045234,restaurant
Unknown,48.8365185,2.4041876,recycling
Phou Khet,48.8372447,2.4038624,restaurant
Le Satellite,48.8374592,2.3983442,bar
LCL,48.8358308,2.4051084,bank
Au Tramway,48.8374545,2.4020637,restaurant
O'Bon Traiteur,48.8373842,2.4009129,fast_food
Le Royal Daumesnil,48.8375341,2.4005448,bar
Morello Pizza,48.8385173,2.3993573,restaurant
Acsia Fusion,48.8736539,2.3150704,restaurant
Unknown,48.873768,2.3155017,post_box
Crèche Collective Municipale - Carpeaux,48.890488,2.3300638,kindergarten
Janine,48.8830189,2.3180008,restaurant
Rice & Fish,48.865272,2.3513045,restaurant
Chez Foucher Mère & Fille,48.8946292,2.3530932,restaurant
Le Sagittaire,48.8901847,2.3364987,restaurant
Au Bougnat,48.8542832,2.3501471,restaurant
Collège Paul Verlaine,48.8425475,2.3752279,school
École Maternelle,48.8427598,2.374814,school
École primaire,48.8424433,2.3753924,school
Big Fernand,48.8427981,2.3265228,fast_food
Le Cristal,48.8395846,2.3378254,cafe
Le Sauret,48.8838036,2.3138596,cafe
Unknown,48.8397722,2.3973734,post_box
Café Odilon,48.8891488,2.3818432,pub
Temple Milton,48.8772382,2.3404573,place_of_worship
Paris | Rue Henri Barbusse 66,48.8391962,2.3372645,charging_station
BNP Paribas,48.8393095,2.3371426,bank
Unknown,48.8386343,2.3401133,post_box
Bonjour Viêt Nam,48.8451499,2.3494476,restaurant
Kokoro,48.846231,2.352434,restaurant
La Ferrandaise,48.8490587,2.3398536,restaurant
Unknown,48.8479672,2.3342065,drinking_water
Les Ateliers de Paris,48.8523834,2.3716166,arts_centre
Bibliothèque Drouot,48.8733857,2.3404264,library
Le 52,48.872077,2.3540769,restaurant
Urfa Dürüm,48.8723831,2.3542665,restaurant
1000 & 1 Délices,48.8795445,2.3434914,restaurant
SOS dentaire,48.8380158,2.342704,dentist
Niuniu Hotspot,48.8652435,2.3524165,restaurant
Madame Pervenche,48.8653123,2.3527409,bar
Société Générale,48.8652546,2.3536653,bank
Bonnard,48.8637437,2.3572092,restaurant
Restaurant Guy Savoy,48.8565393,2.3395348,restaurant
Unknown,48.8924534,2.3121757,drinking_water
Unknown,48.8800505,2.3092945,drinking_water
Smith&Son Café,48.8661849,2.3250038,cafe
Exotique & NetCafé,48.8249877,2.3753193,internet_cafe
Joe Burger,48.8451465,2.3492229,fast_food
Parking Hôpital Saint-Joseph,48.8301429,2.3113198,parking
Unknown,48.8305822,2.3117223,post_box
Relais Odéon,48.8526109,2.3390617,restaurant
À la ville d’Épinal,48.8768089,2.357594,cafe
Cerido,48.8702985,2.3609333,restaurant
Tuk Tuk Naan,48.8645219,2.3494693,restaurant
Le Layon,48.8346174,2.3214813,restaurant
Swing romane académie,48.834711,2.3212841,music_school
Curry wala,48.8349371,2.320792,restaurant
Giulia,48.834555,2.3216633,restaurant
Unknown,48.8356046,2.3584347,post_box
École Maternelle,48.8359882,2.3611382,school
École Primaire Jenner A,48.8357209,2.3617134,school
École Primaire Jenner B,48.8362039,2.3605843,school
École Maternelle Croulebarbe,48.8340721,2.3523369,school
Chez Mama D,48.8877985,2.3517885,restaurant
Le Bouquet,48.8341016,2.328966,restaurant
Association Autremonde,48.8705319,2.389531,social_facility
Paris/Lourmel/33,48.8483389,2.2904489,car_sharing
Unknown,48.8464421,2.2859384,post_box
Ayothaya,48.8491567,2.2951953,restaurant
Unknown,48.827931,2.3720925,vending_machine
Unknown,48.8286578,2.3731213,bench
Unknown,48.8292171,2.3741418,bench
Libshop,48.8268041,2.3789105,fast_food
Unknown,48.8538379,2.3486024,post_box
Unknown,48.8270273,2.3803172,recycling
Unknown,48.8232937,2.368673,recycling
Clinique Vétérinaire des Olympiades,48.8266627,2.36881,veterinary
Plaisir Huit,48.8234628,2.3685255,restaurant
Unknown,48.8250567,2.369759,recycling
Paris/Championnet/162,48.894897,2.335519,charging_station
École élémentaire Ferdinand Labori,48.8991014,2.3420898,school
Unknown,48.895281,2.3377263,post_box
L'Argument,48.8407136,2.2891403,restaurant
Jonque d'Or,48.8605266,2.280734,restaurant
Unknown,48.8591439,2.3812339,bicycle_parking
Unknown,48.8661807,2.3938991,bicycle_parking
Unknown,48.866985,2.3942719,bicycle_parking
Paris/Jacques Duchesne/1,48.8993281,2.3740363,charging_station
École Maternelle,48.8916157,2.3702562,school
École élémentaire d'Aubervilliers,48.8912442,2.3700511,school
Unknown,48.8977772,2.3714231,parking_entrance
Unknown,48.8439836,2.3240808,bench
Fontaine Wallace,48.8440336,2.3239284,drinking_water
Quartier Général,48.8508667,2.3460835,restaurant
Bazurto,48.8533446,2.338622,restaurant
Unknown,48.8602261,2.3935374,drinking_water
Le Petit Bofinger,48.8537389,2.3679602,restaurant
Mythé,48.856654,2.3564524,cafe
Le Val de Grace,48.8412981,2.3390349,restaurant
École Maternelle François Coppée,48.8398112,2.2876206,school
École Primaire François Coppée,48.8395843,2.2880443,school
Les Jardins Contini,48.8298068,2.3288754,restaurant
Au Petit Sud Ouest,48.856921,2.3009577,restaurant
La Pizza,48.8403225,2.3405224,restaurant
Le Palais de la Perse,48.8401832,2.3406406,fast_food
La Bête Noire,48.8397155,2.3376402,cafe
Ang,48.8281136,2.3804307,fast_food
L'age D'or,48.8265068,2.3599637,bar
Chez Nathalie,48.8279393,2.3528606,restaurant
Lancetto,48.8289636,2.3532228,restaurant
Really Delicious Food,48.8441045,2.3297901,restaurant
A2D7B3,48.8301636,2.3545296,post_box
Paris | Rue Vulpian 24,48.8312106,2.3461369,charging_station
La Créole,48.841291,2.3310493,restaurant
Le Passy Bistro Resto,48.8585547,2.2842331,bar
La Estancia,48.8543321,2.3427643,restaurant
Pret A Manger,48.8700658,2.2983963,fast_food
Unknown,48.8574234,2.3679361,post_box
Paris/Pasteur/41,48.842462,2.3131709,charging_station
Pasteur-Montparnasse,48.8398453,2.3125434,parking_entrance
Unknown,48.8412049,2.316787,post_box
Unknown,48.8412383,2.3169024,atm
L'Entrecôte,48.8695103,2.306366,restaurant
Mavrommátis,48.840556,2.351187,restaurant
Les délices d'Aphrodite,48.8401766,2.3510816,restaurant
Le Galibot,48.8675965,2.3420376,restaurant
Obrigado,48.853561,2.4119591,restaurant
Café Lux,48.8633332,2.3788905,restaurant
Unknown,48.8861096,2.3502776,post_box
Unknown,48.8861556,2.3543561,post_box
Cooper Clinic,35.2888037,-93.7246948,doctors
Le Drop Café,48.85813,2.3226573,bar
Le P'tit Breton,48.8698131,2.3340826,restaurant
Kamakiri Hakata  Udon,48.8697557,2.3340887,restaurant
Unknown,48.8783322,2.3373582,post_box
À la place Saint-Georges,48.8781483,2.3376271,pub
Unknown,48.8785583,2.3349306,charging_station
Unknown,48.8804854,2.3285736,charging_station
Unknown,48.8795417,2.3262079,charging_station
Unknown,48.8805317,2.3320182,charging_station
Paris/Rome/46,48.8785002,2.3224608,charging_station
Unknown,48.8788564,2.3226754,post_box
Unknown,48.8795791,2.3337271,post_box
Unknown,48.8801965,2.3311704,post_box
Unknown,48.8372886,2.3086437,parking_entrance
Unknown,48.837541,2.3078484,recycling
Choron,48.8773651,2.342466,restaurant
Bien Bien,48.8726231,2.3440148,restaurant
La Cuillère en Bois,48.8433278,2.2937286,restaurant
L'Atelier,48.8427226,2.3281007,restaurant
Le Petit Broc',48.8415361,2.3294457,restaurant
Unknown,48.8483546,2.4001442,post_box
Unknown,48.8677865,2.2508103,drinking_water
Shikoku,48.8731456,2.3259083,restaurant
Soul Kitchen,48.889131,2.3423446,restaurant
Taitu,48.8757379,2.3477691,restaurant
Buns,48.8419007,2.2984714,fast_food
École Maternelle,48.8280747,2.3328683,school
École Primaire,48.827855,2.3332143,school
Le Buisson d'Argent,48.8577438,2.3281467,cafe
Unknown,48.8577344,2.3280655,post_box
Bodega Saint-Germain,48.8518506,2.3346706,restaurant
Unknown,48.8727349,2.4128469,bicycle_parking
Unknown,48.8726219,2.41286,bicycle_parking
Unknown,48.8802443,2.3943536,bicycle_parking
Unknown,48.8801574,2.3915459,bicycle_parking
Unknown,48.8831752,2.3853042,bicycle_parking
